1.385889,0.000000,49.784000,0.600000,1.073223,-1.684915,2.000000
2.765778,0.000000,49.568000,0.600000,1.657132,-0.148041,2.000000
4.139667,0.000000,49.352000,0.600000,3.305586,3.204847,2.000000
5.507556,0.000000,49.136000,0.600000,3.507438,0.179192,2.000000
6.869444,0.000000,48.920000,0.600000,3.333519,-1.482519,2.000000
8.225333,0.000000,48.704000,0.600000,7.395431,1.244789,2.000000
9.575222,0.000000,48.488000,0.600000,8.488975,0.068168,2.000000
10.919111,0.000000,48.272000,0.600000,11.396581,0.168812,2.000000
12.257000,0.000000,48.056000,0.600000,10.703307,0.680383,2.000000
13.588889,0.000000,47.840000,0.600000,14.943120,-1.762539,2.000000
14.914778,0.000000,47.624000,0.600000,15.377077,1.721102,2.000000
16.234667,0.000000,47.408000,0.600000,12.682422,-4.530128,2.000000
17.548556,0.000000,47.192000,0.600000,15.138602,-1.443801,2.000000
18.856444,0.000000,46.976000,0.600000,17.273445,3.023500,2.000000
20.158333,0.000000,46.760000,0.600000,19.524728,-0.289032,2.000000
21.454222,0.000000,46.544000,0.600000,21.616289,2.269486,2.000000
22.744111,0.000000,46.328000,0.600000,20.816004,-0.704412,2.000000
24.028000,0.000000,46.112000,0.600000,25.260580,3.089397,2.000000
25.305889,0.000000,45.896000,0.600000,24.088424,1.184087,2.000000
26.577778,0.000000,45.680000,0.600000,25.245001,-0.588874,2.000000
27.843667,0.000000,45.464000,0.600000,27.203988,0.582450,2.000000
29.103556,0.000000,45.248000,0.600000,29.386920,0.102959,2.000000
30.357444,0.000000,45.032000,0.600000,31.897182,-2.081948,2.000000
31.605333,0.000000,44.816000,0.600000,32.769891,1.832115,2.000000
32.847222,0.000000,44.600000,0.600000,32.728326,-1.259933,2.000000
34.083111,0.000000,44.384000,0.600000,32.185326,-0.574683,2.000000
35.313000,0.000000,44.168000,0.600000,34.522494,0.866757,2.000000
36.536889,0.000000,43.952000,0.600000,36.905378,0.191752,2.000000
37.754778,0.000000,43.736000,0.600000,37.221864,-0.773532,2.000000
38.966667,0.000000,43.520000,0.600000,37.564333,-0.093972,2.000000
40.172556,0.000000,43.304000,0.600000,39.253732,1.505922,2.000000
41.372444,0.000000,43.088000,0.600000,41.285922,0.080056,2.000000
42.566333,0.000000,42.872000,0.600000,41.956464,0.466753,2.000000
43.754222,0.000000,42.656000,0.600000,42.992073,-2.070037,2.000000
44.936111,0.000000,42.440000,0.600000,44.409396,0.378227,2.000000
46.112000,0.000000,42.224000,0.600000,45.848910,-2.796858,2.000000
47.281889,0.000000,42.008000,0.600000,47.670460,-3.431086,2.000000
48.445778,0.000000,41.792000,0.600000,46.930904,1.737691,2.000000
49.603667,0.000000,41.576000,0.600000,48.726621,0.315791,2.000000
50.755556,0.000000,41.360000,0.600000,50.640843,-0.462174,2.000000
51.901444,0.000000,41.144000,0.600000,50.877977,-1.277236,2.000000
53.041333,0.000000,40.928000,0.600000,53.878677,1.723910,2.000000
54.175222,0.000000,40.712000,0.600000,54.146202,-0.011061,2.000000
55.303111,0.000000,40.496000,0.600000,54.019019,-1.399823,2.000000
56.425000,0.000000,40.280000,0.600000,52.597717,-0.589865,2.000000
57.540889,0.000000,40.064000,0.600000,58.035312,-2.657951,2.000000
58.650778,0.000000,39.848000,0.600000,58.575179,-2.183587,2.000000
59.754667,0.000000,39.632000,0.600000,57.987029,-2.952370,2.000000
60.852556,0.000000,39.416000,0.600000,60.479941,-1.032758,2.000000
61.944444,0.000000,39.200000,0.600000,61.172359,-1.402696,2.000000
63.030333,0.000000,38.984000,0.600000,62.533480,-1.329788,2.000000
64.110222,0.000000,38.768000,0.600000,61.760580,-0.810309,2.000000
65.184111,0.000000,38.552000,0.600000,63.403365,0.426119,2.000000
66.252000,0.000000,38.336000,0.600000,66.077374,0.782382,2.000000
67.313889,0.000000,38.120000,0.600000,66.903402,-1.687536,2.000000
68.369778,0.000000,37.904000,0.600000,66.407504,-2.105056,2.000000
69.419667,0.000000,37.688000,0.600000,67.768650,-4.119792,2.000000
70.463556,0.000000,37.472000,0.600000,69.083555,-3.931896,2.000000
71.501444,0.000000,37.256000,0.600000,68.923202,-0.153785,2.000000
72.533333,0.000000,37.040000,0.600000,70.585192,0.824548,2.000000
73.559222,0.000000,36.824000,0.600000,73.725947,-2.920089,2.000000
74.579111,0.000000,36.608000,0.600000,74.756686,-2.745443,2.000000
75.593000,0.000000,36.392000,0.600000,74.566941,-2.274209,2.000000
76.600889,0.000000,36.176000,0.600000,76.720234,-0.479684,2.000000
77.602778,0.000000,35.960000,0.600000,78.424554,-2.876181,2.000000
78.598667,0.000000,35.744000,0.600000,78.389506,0.327801,2.000000
79.588556,0.000000,35.528000,0.600000,79.201270,-0.841964,2.000000
80.572444,0.000000,35.312000,0.600000,80.711478,-2.451037,2.000000
81.550333,0.000000,35.096000,0.600000,82.975677,-0.063202,2.000000
82.522222,0.000000,34.880000,0.600000,78.877909,-1.762456,2.000000
83.488111,0.000000,34.664000,0.600000,81.373636,-0.260907,2.000000
84.448000,0.000000,34.448000,0.600000,85.629257,-2.357266,2.000000
85.401889,0.000000,34.232000,0.600000,84.703090,-1.869916,2.000000
86.349778,0.000000,34.016000,0.600000,87.631570,1.024626,2.000000
87.291667,0.000000,33.800000,0.600000,85.283896,-3.073119,2.000000
88.227556,0.000000,33.584000,0.600000,87.577079,-2.188723,2.000000
89.157444,0.000000,33.368000,0.600000,90.182501,0.712775,2.000000
90.081333,0.000000,33.152000,0.600000,88.425298,-2.617798,2.000000
